,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
82230,20180516X74515,Accident,ERA18WA147,2018-05-15,"Abayt, Saudi Arabia",Saudi Arabia,028454N,0384539E,,,Fatal,Destroyed,Airplane,HZ-NC7,MAULE,M7,No,,Reciprocating,NUSN,,Commercial,Saudi Wildlife Authority,4.0,0.0,0.0,0.0,,,,25-09-2020,5.0,2018.0,4.0
82231,20180515X23947,Accident,CEN18LA173,2018-05-15,"Hamilton, OH",United States,392150N,0843119W,HAO,BUTLER CO RGNL-HOGAN FIELD,Non-Fatal,Substantial,Airplane,N6550L,GRUMMAN AMERICAN AVN. CORP.,AA 1B,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,1.0,0.0,VMC,,The loss of engine power during takeoff for reasons that could not be determined because postaccident examination revealed no evidence of mechanical malfunctions or failures that would have precluded normal operation.,,5.0,2018.0,1.0
82234,20180523X92543,Accident,CEN18WA188,2018-05-15,"Tuzantan, Mexico",Mexico,,,,,Fatal,Destroyed,Airplane,UNKNOWN,CESSNA,208,No,1.0,Turbo Prop,NUSN,,Commercial,UNKNOWN,3.0,0.0,0.0,0.0,,,,25-09-2020,5.0,2018.0,3.0
82235,20180517X32316,Incident,ENG18WA027,2018-05-16,"Geuteng, South Africa, South Africa",South Africa,,,,,,,Airplane,ZS-NMI,BOMBARDIER,CL600 2B19,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,5.0,2018.0,0.0
82239,20180522X32046,Accident,ERA18WA151,2018-05-16,"Itacoatiara, Brazil",Brazil,,,,,Fatal,Destroyed,Airplane,PR-RCJ,CESSNA,210,No,1.0,Reciprocating,NUSN,,Commercial,ERICO MARINHO MAIA,2.0,0.0,0.0,0.0,,,,25-09-2020,5.0,2018.0,2.0
82242,20180525X13340,Accident,GAA18CA300,2018-05-17,"Killeen, TX",United States,003153N,0974114W,ILE,SKYLARK FIELD,Non-Fatal,Substantial,Airplane,N7750F,CESSNA,150,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during a maximum performance takeoff, which resulted in an aerodynamic stall. Also causal was the pilots failure to use the appropriate flap setting in accordance with the manufacturers Maximum Performance Takeoff checklist.
",25-09-2020,5.0,2018.0,1.0
82248,20180519X00340,Accident,DCA18RA186,2018-05-18,"Havana, Cuba",Cuba,,,MUHA,Havana-José Martí Internationa,Fatal,Destroyed,Airplane,XA-UHZ,BOEING,737,No,,Turbo Fan,NUSC,SCHD,Commercial,Cubana de Aviación,112.0,0.0,1.0,0.0,,,,25-09-2020,5.0,2018.0,113.0
82255,20180521X42345,Accident,GAA18CA299,2018-05-19,"Defuniak Springs, FL",United States,304352N,0086914W,54J,DEFUNIAK SPRINGS,Non-Fatal,Substantial,Airplane,N12267,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,ONVOI LLC.,0.0,0.0,0.0,1.0,VMC,,"The student pilots failure to maintain directional control during the aborted landing.
",25-09-2020,5.0,2018.0,1.0
82256,20180529X83333,Accident,GAA18CA309,2018-05-19,"Nicolaus, CA",United States,385558N,1212948W,,,Non-Fatal,Substantial,Airplane,N5128N,AIR TRACTOR INC,AT 402,No,1.0,Turbo Prop,137,,Commercial,ARENA PESTICIDE MANAGEMENT INC,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain adequate clearance from a power transmission wire.
",25-09-2020,5.0,2018.0,1.0
82269,20180522X10239,Accident,CEN18RA187,2018-05-22,"Tegucigalpa, Honduras",Honduras,014342N,0087131E,MHTG,Toncontin International,Non-Fatal,Substantial,Airplane,N813WM,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,No,2.0,,091,,Commercial,TVPX Aircraft Services,0.0,6.0,0.0,0.0,VMC,,,26-05-2021,5.0,2018.0,6.0
82271,20180522X10901,Accident,GAA18CA293,2018-05-22,"Bemidgi, MN",United States,473039N,0094565W,BJI,BEMIDJI RGNL,Non-Fatal,Substantial,Airplane,N5999T,CESSNA,150,No,1.0,Reciprocating,091,,Commercial,BEMIDJI FLYING CLUB INC.,0.0,0.0,0.0,1.0,VMC,,"The student pilots failure to maintain lateral control of the airplane during the landing roll, which resulted in a side load and subsequent failure of the left main landing gear extension casting.
",25-09-2020,5.0,2018.0,1.0
82276,20180523X45425,Accident,WPR18CA146,2018-05-22,"Marysville, CA",United States,391726N,1213156W,,,Non-Fatal,Substantial,Airplane,N32064,AYRES CORPORATION,S2R G10,No,1.0,Turbo Prop,137,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain clearance from a truck while on final approach after the airplane encountered a downdraft, which resulted in the subsequent failure of the right main landing gear and loss of directional control. 
",25-09-2020,5.0,2018.0,1.0
82282,20180529X13624,Incident,ENG18RA029,2018-05-24,"Kumamoto, Japan, Japan",Japan,,,,,,Minor,Airplane,JA8980,BOEING,767,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,5.0,2018.0,0.0
82285,20180527X00947,Accident,CEN18FA192,2018-05-25,"Santa Fe, NM",United States,351737N,1053455W,,,Fatal,Substantial,Airplane,N79091,BEECH,D17S,No,1.0,Reciprocating,091,,Commercial,"Mid Continent Instrument Company, Inc.",1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from terrain for reasons that could not be determined based on the available information.,25-09-2020,5.0,2018.0,1.0
82287,20180526X52220,Accident,WPR18LA148,2018-05-26,"Hillsboro, OR",United States,045331N,1225725W,HIO,PORTLAND-HILLSBORO,Non-Fatal,Substantial,Airplane,N152GB,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,HILLSBORO AERO ACADEMY LLC,0.0,0.0,0.0,2.0,VMC,,The partial loss of engine power during a go-around due to the loose copper electrode finger inside the left magneto.,,5.0,2018.0,2.0
82289,20180528X35940,Accident,CEN18WA196,2018-05-26,"Granada, Spain",Spain,037825N,0041642W,,,Fatal,Substantial,Airplane,EC-YFP,AVID,AVID FLYER,Yes,,,091,,Commercial,,1.0,0.0,1.0,0.0,,,,25-09-2020,5.0,2018.0,2.0
82298,20180528X33011,Accident,CEN18LA194,2018-05-27,"Qulin, MO",United States,363326N,0901217W,PVT,Private,Non-Fatal,Substantial,Airplane,N6180J,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,137,,Commercial,DANNYS AIR AGRI SERVICE INC,0.0,0.0,0.0,1.0,VMC,,"The pilots improper weight-and-balance calculations and his decision to take off with the airplane at a high gross weight in high density altitude conditions, which resulted in an attempted takeoff that exceeded the airplanes performance capability. Also causal was the pilots failure to abort the takeoff while sufficient runway remained.",25-09-2020,5.0,2018.0,1.0
82301,20180528X34948,Accident,CEN18LA205,2018-05-27,"Union, IL",United States,042915N,0883041W,55LL,Sky Soaring,Non-Fatal,Substantial,Airplane,N19366,CESSNA,150L,No,1.0,Reciprocating,091,,Commercial,Sky Soaring Inc.,0.0,0.0,1.0,0.0,VMC,,"The pilots medical impairment at the time of the accident, which resulted in a collision with power lines off the end of the runway.  ",25-09-2020,5.0,2018.0,1.0
82315,20180531X34658,Incident,ERA18WA156,2018-05-28,"Tulua, Colombia",Colombia,004546N,0761325W,SKUL,Heriberto Gil Martinez Airport,Non-Fatal,Minor,Airplane,HK2367G,CESSNA,152,No,,,NUSN,,Commercial,Aeroccidente,0.0,0.0,0.0,2.0,,,,25-09-2020,5.0,2018.0,2.0
82319,20180808X93407,Accident,ERA18WA212,2018-05-28,"Macas, Spain",Spain,021823S,0078721W,SEMC,EDMUNDO CARVAJAL AIRPORT,Non-Fatal,Substantial,Airplane,HC-BTS,CESSNA,172,No,,Reciprocating,NUSN,,Commercial,Aerosangay,0.0,0.0,0.0,1.0,VMC,,,25-09-2020,5.0,2018.0,1.0
82328,20180530X05847,Accident,CEN18FA201,2018-05-30,"El Reno, OK",United States,353642N,0975224W,,,Fatal,Destroyed,Airplane,N2249B,AYRES CORPORATION,S2R,No,1.0,Turbo Prop,137,,Commercial,,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from tower guy wires while maneuvering during an aerial application flight.,25-09-2020,5.0,2018.0,1.0
82330,20180530X50125,Accident,WPR18FA155,2018-05-30,"Melville, NY",United States,040466N,0732325W,FRG,REPUBLIC,Fatal,Destroyed,Airplane,N62382,NORTH AMERICAN,SNJ 2,No,1.0,Reciprocating,091,,Commercial,SNJ-2 CORP,1.0,0.0,0.0,0.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall, spin, and subsequent impact with terrain.",25-09-2020,5.0,2018.0,1.0
82334,20180728X13227,Incident,WPR18WA208,2018-05-30,"Pretoria, South Africa",South Africa,253954N,0281314E,FAWB,Wonderboom Airport,Non-Fatal,Minor,Airplane,ZS-LVJ,PIPER,PA28,No,2.0,Reciprocating,NUSC,,Commercial,Menziani Technologies CC,0.0,0.0,0.0,2.0,,,,25-09-2020,5.0,2018.0,2.0
82335,20180531X62344,Accident,CEN18WA203,2018-05-31,"Bosschenhoofd, Netherlands (the)",Netherlands,,,EHSE,,Fatal,,Airplane,SE-KHF,PIPER,PA25,No,,,UNK,,Commercial,CNE AIR,1.0,0.0,0.0,0.0,,,,25-09-2020,5.0,2018.0,1.0
82337,20180604X94939,Accident,CEN18LA211,2018-05-31,"Parkin, AR",United States,351436N,0903414W,PVT,Private,Non-Fatal,Substantial,Airplane,N6215P,THRUSH AIRCRAFT INC,S2R-H80,No,,Turbo Prop,137,,Commercial,AIR AIDS INC,0.0,0.0,0.0,1.0,VMC,,"The improper operation of the rudder pedal adjustment mechanism for an undetermined period of time, which led to the failure of the rudder pedal adjustment track, the detachment of the rudder pedal, and the pilots subsequent inability to maintain directional control.  
",25-09-2020,5.0,2018.0,1.0
82340,20180604X00158,Accident,CEN18LA209,2018-06-01,"Longview, TX",United States,032315N,0944123W,3TS0,East Side Airport,Non-Fatal,Substantial,Airplane,N72066,LUSCOMBE,8A,No,1.0,Reciprocating,091,,Commercial,Pilot,0.0,0.0,1.0,1.0,VMC,,"The pilot's failure to use carburetor heat for takeoff, which resulted in an interruption of continuous fuel flow to the engine and a loss of engine power during climb. Also causal was the lack of required placarding warning of the need to use full carburetor heat on takeoff and landing.",25-09-2020,6.0,2018.0,2.0
82341,20180604X11559,Accident,GAA18CA321,2018-06-01,"Ketchikan, AK",United States,055131N,0132141W,,,Non-Fatal,Substantial,Airplane,N203KL,DEHAVILLAND,BEAVER DHC 2,No,1.0,Reciprocating,135,NSCH,Commercial,RDM PILOT/GUIDE LTD,0.0,6.0,0.0,1.0,VMC,,"The pilots failure to maintain pitch and directional control during a water landing.
",25-09-2020,6.0,2018.0,7.0
82343,20180602X42328,Accident,GAA18CA323,2018-06-02,"Fuquay Varina, NC",United States,035378N,0784158W,5W5,TRIPLE W,Non-Fatal,Substantial,Airplane,N1305B,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The flight instructors failure to maintain adequate clearance from overgrown brush during taxi, which resulted in entanglement with the brush and a subsequent impact with a tree.
",25-09-2020,6.0,2018.0,2.0
82349,20180603X15352,Accident,GAA18CA319,2018-06-03,"San Diego, CA",United States,324844N,0117753W,MYF,MONTGOMERY-GIBBS EXECUTIVE,Non-Fatal,Substantial,Airplane,N786SA,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Westwind School of Aeronautics,0.0,2.0,0.0,2.0,VMC,,"The biplane pilots failure to see and avoid the stopped airplane.
",25-09-2020,6.0,2018.0,4.0
82354,20180604X71813,Accident,ANC18LA042,2018-06-04,"Mojave, CA",United States,345619N,0118736W,,,Non-Fatal,Destroyed,Airplane,VH-XMH,GIPPSAERO PTY LTD,GA10,No,1.0,Turbo Prop,091,,Commercial,GIPPSAERO PTY LTD,0.0,2.0,0.0,0.0,VMC,,"The flight crew's inappropriate decision, without authorization or consultation from the manufacturer's chief design engineer, to introduce flaps in the landing configuration into the entry spin testing, which resulted in an unrecoverable spin and impact with the ground. Contributing to the accident was the failure of the anti-spin parachute. ",25-09-2020,6.0,2018.0,2.0
82355,20180605X00753,Accident,GAA18CA324,2018-06-04,"Talkeetna, AK",United States,622548N,1501424W,,,Non-Fatal,Substantial,Airplane,N7257D,PIPER,PA 22,No,1.0,Reciprocating,091,,Commercial,CHRISTIANSEN LAKE RENTALS & MAINTENANCE,0.0,0.0,0.0,2.0,VMC,,"The flight instructors improper landing flare and failure to maintain a proper descent rate during approach, which resulted in a hard landing.  ",25-09-2020,6.0,2018.0,2.0
82358,20180605X85249,Accident,ERA18WA159,2018-06-05,"Rock Sound, Bahamas",Bahamas,,,MYER,Rock Sound,Fatal,Destroyed,Airplane,N421MM,CESSNA,421B,No,2.0,Reciprocating,NUSN,,Commercial,HAT INVESTMENTS LLC,3.0,0.0,0.0,0.0,Unk,,,25-09-2020,6.0,2018.0,3.0
82359,20180608X35120,Accident,WPR18WA165,2018-06-05,"Njabini, Kenya",Kenya,002522N,0362512E,,,Fatal,Destroyed,Airplane,5Y-CAC,CESSNA,208,No,,,NUSC,,Commercial,,10.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,10.0
82360,20180606X14857,Accident,CEN18WA212,2018-06-06,"La Mole, France",France,,,LFTZ,,,Substantial,Airplane,DIULI,CESSNA,525,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,0.0
82371,20180609X54215,Accident,ERA18LA162,2018-06-07,"Englewood, FL",United States,265915N,0082228W,X36,Buchan Airport,Non-Fatal,Substantial,Airplane,N907CB,BRYAN C L/LABRASH R D,SEAREY,Yes,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,The partial loss of engine power due to carburetor icing.,,6.0,2018.0,1.0
82375,20180620X23140,Accident,CEN18WA234,2018-06-07,"Cajeme, Sonora, Mexico",Mexico,,,,,Fatal,Substantial,Airplane,XB-YEI,PIPER,PA-25,No,,,NUSC,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,1.0
82377,20180611X11608,Accident,CEN18LA218,2018-06-08,"Moriarty, NM",United States,345856N,1055927W,0E0,MORIARTY,Non-Fatal,Substantial,Airplane,N4323N,AEROVODOCHODY,L 29 DELFIN,No,1.0,Turbo Jet,091,,Commercial,,0.0,2.0,0.0,0.0,VMC,,"The pilots failure to maintain a proper glidepath during a visual approach and the flight instructors delayed remedial action, which resulted in ground impact before the runway.
",25-09-2020,6.0,2018.0,2.0
82379,20180703X30742,Accident,WPR18WA187,2018-06-08,"Moorabbin, Australia",Australia,375857S,0145546E,,,Fatal,Substantial,Airplane,VH-EWE,CESSNA,172,No,,Reciprocating,091,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,1.0
82381,20180610X95718,Accident,ERA18LA164,2018-06-09,"Daytona Beach, FL",United States,291421N,0081444W,DAB,DAYTONA BEACH INTL,Non-Fatal,Substantial,Airplane,N21161,PIPER,PA 44,No,2.0,Reciprocating,091,,Commercial,"ATP USA, Inc.",0.0,2.0,0.0,0.0,IMC,,"The pilots improper in-flight weather evaluation and decision to continue the approach, which resulted in an encounter with a thunderstorm, a loss of airplane control, and collision with terrain. Contributing to the accident was the flight instructors inadequate preflight weather evaluation.",24-08-2021,6.0,2018.0,2.0
82385,20180613X80108,Accident,GAA18CA345,2018-06-09,"Danbury, CT",United States,412218N,0732856W,DXR,DANBURY MUNI,Non-Fatal,Substantial,Airplane,N383ME,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,PARLU VENTURES LLC.,0.0,0.0,0.0,2.0,VMC,,A collision with a bird during initial climb.,,6.0,2018.0,2.0
82387,20201123102321,Incident,DCA21WA027,2018-06-10,"Amsterdam, Netherlands (the)",Netherlands,,,,,,,Airplane,PH-BXG,BOEING,737,No,,,NUSC,,Commercial,KLM,0.0,0.0,0.0,0.0,,,,,6.0,2018.0,0.0
82388,20180610X02032,Accident,ERA18LA165,2018-06-10,"ARECIBO, PR",United States,181318N,0663527W,ABO,Antonio (Nery) Juarbe Pol Airp,Non-Fatal,Substantial,Airplane,N3889D,CESSNA,182,No,1.0,Reciprocating,091,,Commercial,,0.0,4.0,1.0,0.0,VMC,,"Maintenance personnel's failure to properly apply torque to the engine through bolts, which ultimately resulted in the crankshaft failure and the total loss of engine power.

",25-09-2020,6.0,2018.0,5.0
82394,20180611X85348,Accident,DCA18CA201,2018-06-10,"Decatur, TX",United States,332029N,0973252W,,,Non-Fatal,,Airplane,N750AN,BOEING,777 223,No,2.0,Turbo Fan,121,SCHD,Commercial,AMERICAN AIRLINES INC,0.0,7.0,1.0,261.0,Unk,,the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.,25-09-2020,6.0,2018.0,269.0
82397,20180618X41609,Accident,DCA18WA222,2018-06-10,"Crete, Greece",Greece,,,,,Non-Fatal,Substantial,Airplane,N276EA,BOEING,737 800,No,2.0,,121,SCHD,Commercial,Swiftair,0.0,0.0,0.0,173.0,,,,25-09-2020,6.0,2018.0,173.0
82398,20180828X10530,Accident,CEN18WA355,2018-06-10,"Aude Fraisse-Cabardes, France",France,004300N,0000200E,,,Non-Fatal,Substantial,Airplane,I-DROV,CESSNA,R172,No,1.0,,UNK,,Commercial,Aero Club Como A.S.D. Sede Legale (Legal,0.0,2.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,2.0
82400,20180611X23949,Accident,WPR18LA166,2018-06-11,"Plant City, FL",United States,002801N,0082948W,PCM,PLANT CITY AIRPORT,Non-Fatal,Substantial,Airplane,N13RF,CESSNA,421C,No,2.0,Reciprocating,091,,Commercial,,0.0,1.0,0.0,1.0,VMC,,"The pilot's delayed decision to abort the takeoff, which resulted in a runway overrun. Contributing to the accident was an engine anomaly for reasons that could not be determined based on the available information, and the pilot's failure to activate the runway lighting system before takeoff.",01-06-2021,6.0,2018.0,2.0
82403,20180618X30834,Accident,DCA18CA219,2018-06-11,"Harbin, China",China,452230N,0012694E,,,Non-Fatal,,Airplane,N826AN,BOEING,787-9,No,2.0,Turbo Fan,121,SCHD,Commercial,AMERICAN AIRLINES INC,0.0,1.0,1.0,290.0,Unk,,"the accidental tipping over of a beverage service cart, when there was no turbulence, which caused pots of hot water to burn two flight attendants.",25-09-2020,6.0,2018.0,292.0
82405,20180613X94510,Incident,DCA18WA207,2018-06-12,"Otopeni, Romania",Romania,,,,,Non-Fatal,,Airplane,YR-BGG,BOEING,737,No,,,NUSC,SCHD,Commercial,,0.0,0.0,0.0,106.0,,,,25-09-2020,6.0,2018.0,106.0
82407,20180613X62240,Accident,DCA18CA209,2018-06-12,"Phoenix, AZ",United States,331537N,0112015W,KPHX,Phoenix Sky Harbor Internation,Non-Fatal,,Airplane,N8693A,BOEING,737-8H4,No,2.0,Turbo Fan,121,SCHD,Commercial,SOUTHWEST AIRLINES CO,0.0,0.0,1.0,5.0,Unk,,a passenger bumping into a flight attendant who was holding a hot liquid.,25-09-2020,6.0,2018.0,6.0
82408,20180619X83950,Accident,CEN18WA231,2018-06-12,"Mallorca, Spain",Spain,395533N,0025859E,,,Fatal,Substantial,Airplane,EC-GVN,AIR TRACTOR,AT802,No,,,NUSN,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,1.0
82410,20180613X43853,Accident,ERA18FA167,2018-06-13,"Springfield Township, NJ",United States,040134N,0744520W,,,Fatal,Destroyed,Airplane,N218BL,RAYTHEON AIRCRAFT COMPANY,58,No,2.0,Reciprocating,091,,Commercial,,2.0,0.0,0.0,0.0,IMC,,A loss of control due to spatial disorientation while climbing after departure in instrument meteorological conditions. Contributing to the accident was the pilot's lack of recent instrument experience.,25-09-2020,6.0,2018.0,2.0
82414,20180618X44832,Accident,DCA18WA223,2018-06-14,"Zhuliany, Ukraine",Ukraine,,,,,Non-Fatal,Substantial,Airplane,UR-CPR,MCDONNELL DOUGLAS,MD80,No,,,NUSC,SCHD,Commercial,Bravo Airlines,0.0,0.0,0.0,177.0,,,,25-09-2020,6.0,2018.0,177.0
82415,20180614X02948,Accident,GAA18CA360,2018-06-14,"Salem, IL",United States,383838N,0885753W,SLO,SALEM-LECKRONE,Non-Fatal,Substantial,Airplane,N98395,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,SOUTHERN ILLINOIS UNIVERSITY DBA,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain clearance from a pole while taxiing the airplane on the ramp.,,6.0,2018.0,1.0
82417,20180614X24757,Accident,WPR18LA209,2018-06-14,"Fort Lauderdale, FL",United States,026428N,0008093W,FLL,Fort Lauderdale/Hollywood Intl,Non-Fatal,Substantial,Airplane,N322HA,CESSNA,402,No,2.0,Reciprocating,135,NSCH,Commercial,Air Flight Inc,0.0,0.0,0.0,4.0,VMC,,"The failure of the left starter relay, which resulted in a loss of electrical power during the flight and the failure of the T-handle from the cable led to a forced landing with the landing gear retracted.",25-05-2021,6.0,2018.0,4.0
82418,20180614X30948,Accident,GAA18CA350,2018-06-14,"Denison, TX",United States,334315N,0964022W,GYI,NORTH TEXAS RGNL/PERRIN FIELD,Non-Fatal,Substantial,Airplane,N67404,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,US AVIATION GROUP LLC,0.0,0.0,0.0,1.0,VMC,,"The student pilots improper landing flare in crosswind conditions, which resulted in a hard, bounced landing.
",25-09-2020,6.0,2018.0,1.0
82420,20180614X35255,Accident,ERA18LA178,2018-06-14,"Umatilla, FL",United States,285527N,0081395W,X23,Umatilla Municipal Airport,Non-Fatal,Substantial,Airplane,N56213,PIPER,PA 34-200,No,2.0,Reciprocating,091,,Commercial,Spaceport Aviation,0.0,1.0,0.0,1.0,VMC,,"Maintenance personnel s failure to complete and verify the proper installation of the main landing gear (MLG) torque links attachment hardware, which resulted in the right MLG torque link disconnecting and the pilots subsequent inability to maintain directional control during the landing roll.",25-09-2020,6.0,2018.0,2.0
82421,20180614X80143,Accident,WPR18CA172,2018-06-14,"Sacramento, CA",United States,383319N,1211750W,MHR,Sacramento Mather,Non-Fatal,Substantial,Airplane,N2165,DORNIER GMBH,ALPHA JET,No,2.0,Turbo Fan,091,,Commercial,Blue City Holding LLC,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to extend the landing gear before landing. Contributing to the accident was the pilots and the flight instructors failure to adequately monitor the workload.  
",25-09-2020,6.0,2018.0,2.0
82428,20180615X31415,Accident,CEN18FA227,2018-06-15,"Rotan, TX",United States,325443N,1003227W,,,Fatal,Destroyed,Airplane,N734BS,CESSNA,172N,No,1.0,Reciprocating,091,,Commercial,AERO PHOTO,2.0,0.0,0.0,0.0,VMC,,"The pilot's reckless decision to conduct low-level flight over a canyon, resulting in the airplane's impact with power lines and terrain.",25-09-2020,6.0,2018.0,2.0
82429,20180615X42947,Accident,CEN18LA226,2018-06-15,"Arrey, NM",United States,324941N,1071758W,,,Non-Fatal,Substantial,Airplane,N6672Q,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,No,1.0,Reciprocating,137,,Commercial,VALLEY AG AERIAL SERVICES,0.0,0.0,1.0,0.0,VMC,,"The pilot's failure to maintain clearance from a hillside during an agricultural application flight while facing the sun.
",25-09-2020,6.0,2018.0,1.0
82433,20180618X32836,Accident,ANC18LA046,2018-06-15,"Ambler, AK",United States,067114N,1584743W,,,Non-Fatal,Substantial,Airplane,N2957K,CESSNA,180K,No,1.0,Reciprocating,135,NSCH,Commercial,NORTHSTAR AERO LLC,0.0,1.0,1.0,1.0,VMC,,"The pilot's selection of an unsuitable takeoff area with unfavorable wind conditions, which resulted in the airplanes inability to maintain a climb.",25-09-2020,6.0,2018.0,3.0
82436,20180616X54728,Accident,WPR18LA184,2018-06-16,"Page, AZ",United States,365534N,1112654W,PGA,Page Muni,Non-Fatal,Substantial,Airplane,N621PG,PIPER,PA31,No,2.0,Reciprocating,091,,Commercial,Dakota Territory Tours Inc,0.0,0.0,0.0,2.0,VMC,,"The failure of the airplanes nose wheel steering/centering mechanism, which resulted in a loss of directional control and subsequent runway excursion.",24-06-2021,6.0,2018.0,2.0
82440,20180618X41826,Accident,GAA18CA358,2018-06-16,"Spanish Fork, UT",United States,040838N,1113958W,SPK,SPANISH FORK ARPT SPRINGVILLE-,Non-Fatal,Substantial,Airplane,N992CT,DIAMOND AIRCRAFT IND INC,DA 20,No,1.0,Reciprocating,091,,Commercial,992CT AIRCRAFT LEASING LLC,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instructions failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during takeoff, which resulted in an aerodynamic stall.
",25-09-2020,6.0,2018.0,2.0
82456,20180803X35058,Accident,DCA18CA255,2018-06-17,"Cut Bank, MT",United States,484250N,1123220W,,,Non-Fatal,,Airplane,N637CZ,EMBRAER,ERJ175,No,2.0,Turbo Fan,121,SCHD,Commercial,Compass Airlines,0.0,0.0,1.0,72.0,Unk,,an unexpected encounter with clear air turbulence.,25-09-2020,6.0,2018.0,73.0
82458,20180618X32527,Accident,GAA18CA356,2018-06-18,"Winnsboro, GA",United States,341857N,0081631W,FDW,FAIRFIELD COUNTY,Non-Fatal,Substantial,Airplane,N584J,JABIRU USA SPORT AIRCRAFT LLC,J250,No,1.0,Reciprocating,091,,Commercial,pharaoh llc,0.0,0.0,0.0,2.0,VMC,,"The pilots improper landing flare, which resulted in a hard landing. Contributing to the accident was the flight instructors improper decision to provide instruction in an airplane with only one control stick.
",25-09-2020,6.0,2018.0,2.0
82462,20180627X35902,Accident,WPR18WA180,2018-06-18,"Antananarivo, Morocco",Morocco,,,,,Fatal,Substantial,Airplane,5R-MKF,PIPER,PA31,No,,,091,,Commercial,Madagascar Trans Air,5.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,5.0
82465,20180619X24552,Accident,CEN18FA232,2018-06-19,"Enid, OK",United States,362821N,0975625W,,,Fatal,Destroyed,Airplane,N2063B,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,137,,Commercial,DETERDING JIM,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to see and avoid a known obstacle (communications tower) during agricultural spraying operations.,03-12-2020,6.0,2018.0,1.0
82475,20180622X21614,Accident,GAA18CA371,2018-06-20,"Hutchinson, MN",United States,443046N,0094180W,HCD,Hutchinson Muni-Butler Field,Non-Fatal,Substantial,Airplane,N3169D,AIR TRACTOR INC,AT 301,No,1.0,Reciprocating,137,,Commercial,CLASSIC ARROW INC,0.0,0.0,0.0,1.0,VMC,,"The pilots improper preflight fuel planning, which resulted in fuel exhaustion and the subsequent total loss of engine power. 
",25-09-2020,6.0,2018.0,1.0
82476,20180622X94811,Accident,GAA18CA373,2018-06-20,"Kent, WA",United States,472014N,0122613W,S36,NORMAN GRIER FIELD,Non-Fatal,Substantial,Airplane,N9130T,CESSNA,180,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The pilots use of excessive braking during the landing roll, which resulted in the airplane coming to rest nose down.",25-09-2020,6.0,2018.0,2.0
82483,20180622X92612,Incident,OPS18IA015,2018-06-21,"Chicago, IL",United States,415327N,0087379W,,,Non-Fatal,,Airplane,,BOEING,747,No,,,NUSC,SCHD,Commercial,CHINA AIRLINES LTD,0.0,0.0,0.0,4.0,IMC,,,25-09-2020,6.0,2018.0,4.0
