,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
80062,20170216X12812,Accident,ERA17FA107,2017-02-16,"Climax, GA",United States,031125N,0842335W,GE21,Anderson Airport,Fatal,Substantial,Airplane,N3434G,BEECH,A45,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The failure of maintenance personnel to ensure that the throttle and fuel metering unit AN ""B"" nut was secured, which resulted in a total loss of engine power in flight and a subsequent collision with trees while attempting to land after sunset.",25-09-2020,2.0,2017.0,1.0
80065,20170301X33456,Accident,WPR17LA070,2017-02-16,"Pomona, CA",United States,003440N,0117450W,POC,Pomona,Non-Fatal,Substantial,Airplane,N222EN,BEECH,F33A,No,,Reciprocating,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,The total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no mechanical malfunctions or failures that would have precluded normal operation.,,2.0,2017.0,2.0
80067,20170314X64829,Accident,GAA17CA187,2017-02-16,"Ruby, AK",United States,065810N,1533222W,,,Non-Fatal,Substantial,Airplane,N72999,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain directional control while landing in flat light conditions on a hard-packed snow-covered landing area. 
",25-09-2020,2.0,2017.0,2.0
80068,20170224X82029,Accident,GAA17CA180,2017-02-17,"Naples, FL",United States,026854N,0814629W,APF,NAPLES MUNI,Non-Fatal,Substantial,Airplane,N737RT,CESSNA,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain pitch control, which resulted in a hard landing. 
",25-09-2020,2.0,2017.0,2.0
80070,20170221X24348,Accident,GAA17CA144,2017-02-18,"Borger, TX",United States,035420N,1012339W,BGD,HUTCHINSON COUNTY,Non-Fatal,Substantial,Airplane,N591P,PITTS SPECIAL,S 1C,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control of the biplane during takeoff.
",25-09-2020,2.0,2017.0,1.0
80073,20170224X40429,Accident,ERA17CA114,2017-02-18,"Statesville, NC",United States,354554N,0805714W,SVH,STATESVILLE RGNL,Non-Fatal,Substantial,Airplane,N738DS,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,A loss of airplane control during takeoff for reasons that could not be determined based on the available information. ,,2.0,2017.0,1.0
80077,20170219X40644,Accident,ERA17LA110,2017-02-19,"Bayonne, NJ",United States,040407N,0074651W,,,Non-Fatal,Substantial,Airplane,N15745,PIPER,PA28R,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"Maintenance personnels incorrect installation of the No. 3 cylinders hydraulic valve tappet plunger, which resulted in a failure of the No. 3 cylinders intake valve and the subsequent partial loss of engine power.
 ",25-09-2020,2.0,2017.0,1.0
80078,20170219X41753,Accident,ERA17LA109,2017-02-19,"Dawsonville, GA",United States,342018N,0084531W,,,Non-Fatal,Substantial,Airplane,N99716,ERCOUPE,415,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"A decrease in oil pressure due to the pilot's unintentional overfilling of the engine oil sump, and the pilot's subsequent decision to perform an off-airport precautionary landing, which resulted in impact with a tree.",25-09-2020,2.0,2017.0,1.0
80079,20170219X54712,Accident,GAA17CA154,2017-02-19,"Bally, PA",United States,402349N,0753346W,7N8,BUTTER VALLEY GOLF PORT,Non-Fatal,Substantial,Airplane,N123GT,CESSNA,180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilots failure to maintain directional control during takeoff in crosswind conditions.
",25-09-2020,2.0,2017.0,4.0
80080,20170221X13702,Accident,GAA17CA142,2017-02-19,"Three Rivers, MI",United States,415839N,0854216W,,Private Airstrip,Non-Fatal,Substantial,Airplane,N11344,CESSNA,T182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain sufficient airspeed during the landing flare, which resulted in a hard landing and a nose-over. 
",25-09-2020,2.0,2017.0,1.0
80081,20170222X25314,Accident,CEN17FA108,2017-02-19,"Springfield, OH",United States,395456N,0834216W,,,Fatal,Destroyed,Airplane,N62888,MACLEOD,HOMEBUILT,Yes,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall and loss of airplane control at an altitude too low for a safe recovery.",25-09-2020,2.0,2017.0,1.0
80082,20170222X85738,Accident,GAA17CA147,2017-02-19,"Fairbanks, AK",United States,644854N,1475123W,FAI,FAIRBANKS INTL,Non-Fatal,Substantial,Airplane,N185AE,CESSNA,A185,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain an appropriate glidepath to the runway and to use the vertical guidance system.,25-09-2020,2.0,2017.0,1.0
80087,20170222X85459,Accident,GAA17CA153,2017-02-20,"Valparaiso, IN",United States,412717N,0087026W,VPZ,PORTER COUNTY RGNL,Non-Fatal,Substantial,Airplane,N9277K,STINSON,108,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control while landing with a crosswind.
",25-09-2020,2.0,2017.0,1.0
80090,20170605X70156,Accident,CEN17WA213,2017-02-20,"Petit Bourg, Guadeloupe",Guadeloupe,161017N,0613622W,,,Fatal,Destroyed,Airplane,F-OGPJ,PIPER,PA28,No,1.0,Reciprocating,NUSN,,Personal,Les Ailes Guadeloupeenes,1.0,0.0,0.0,0.0,VMC,,,25-09-2020,2.0,2017.0,1.0
80091,20170221X23823,Accident,CEN17LA105,2017-02-21,"Gainesville, TX",United States,333835N,0971157W,GLE,GAINESVILLE MUNI,Non-Fatal,Substantial,Airplane,N6343L,AMERICAN AVIATION,AA 1A,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,1.0,0.0,VMC,,"The pilots inadequate preflight and inflight fuel planning, which resulted in a total loss of engine power due to fuel exhaustion and subsequent forced landing in a field. Contributing to the accident was the pilots delayed action in taking control of the airplane following the loss of engine power.  ",25-09-2020,2.0,2017.0,2.0
80095,20170306X32312,Accident,GAA17CA176,2017-02-22,"Monongahela, PA",United States,401232N,0079502W,FWQ,ROSTRAVER,Non-Fatal,Substantial,Airplane,N305Y,STUMP GREAT LAKES,2T 1A,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control of the airplane during the landing roll with crosswind conditions. 
",25-09-2020,2.0,2017.0,1.0
80098,20170224X34451,Accident,WPR17LA064,2017-02-23,"Stevensville, MT",United States,463117N,0114256W,32S,Stevensville,Non-Fatal,Substantial,Airplane,N3803J,BEECH,A36TC,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,"The pilot's decision to conduct a takeoff with a tailwind on an upsloping runway in an overweight airplane, which resulted in the airplane having insufficient energy to climb out of ground effect.

",25-09-2020,2.0,2017.0,2.0
80099,20170228X43205,Accident,GAA17CA159,2017-02-23,"Big Lake, AK",United States,061325N,1494840W,BGQ,BIG LAKE,Non-Fatal,Substantial,Airplane,N6024D,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,IMC,,"The contamination of snow and ice on the left main landing gear and brake, which prevented the wheel from rolling during touchdown and resulted in a nose-over.",25-09-2020,2.0,2017.0,1.0
80104,20170224X20723,Accident,GAA17CA162,2017-02-24,"Linden, NJ",United States,040372N,0741437W,LDJ,LINDEN,Non-Fatal,Substantial,Airplane,N685V,CESSNA,T337,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots abrupt maneuver to avoid birds during short final approach, which resulted in a hard, bounced landing.
",25-09-2020,2.0,2017.0,1.0
80105,20170224X75120,Accident,GAA17CA156,2017-02-24,"Orange, MA",United States,423418N,0721722W,ORE,ORANGE MUNI,Non-Fatal,Substantial,Airplane,N77116,CESSNA,120,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots selection of unsuitable terrain for landing, which resulted in a nose-over.
",25-09-2020,2.0,2017.0,1.0
80106,20170224X81432,Accident,ERA17LA113,2017-02-24,"Daytona Beach, FL",United States,029415N,0081415W,7FL6,SPRUCE CREEK,Non-Fatal,Substantial,Airplane,N255JB,CIRRUS,SR20,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,IMC,,"The pilot's inadvertent encounter with instrument meteorological conditions (fog) during initial climb, which resulted in a loss of control due to spatial disorientation.",25-09-2020,2.0,2017.0,2.0
80108,20170228X14159,Accident,WPR17LA067,2017-02-24,"Marysville, CA",United States,392211N,1212525W,AUN,AUBURN MUNI,Non-Fatal,Substantial,Airplane,N470LM,GUARINO,Vans,Yes,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,A partial loss of engine power for reasons that could not be determined due to the fragmentation of the electrical system.,25-09-2020,2.0,2017.0,2.0
80111,20170226X53533,Accident,ERA17LA130,2017-02-25,"Melbourne, FL",United States,028610N,0803843W,MLB,MELBOURNE INTL,Non-Fatal,Substantial,Airplane,N2519T,SOCATA,TB20,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"Improper installation of the circlip within the nose gear strut, which resulted in the strut overextending in the wheel well and preventing the nose landing gear from extending during landing.",25-09-2020,2.0,2017.0,1.0
80114,20170227X54511,Accident,WPR17FA065,2017-02-26,"Panguitch, UT",United States,038026N,1122958W,,,Fatal,Substantial,Airplane,N3712F,CESSNA,172,No,1.0,Reciprocating,091,,Personal,,3.0,0.0,0.0,0.0,VMC,,"The pilot's continued visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the accident were the pilot's inadequate preflight weather planning and his poor decision-making.",25-09-2020,2.0,2017.0,3.0
80123,20170227X34320,Accident,WPR17FA066,2017-02-28,"Riverside, CA",United States,335714N,0117257W,RAL,RIVERSIDE MUNI,Fatal,Destroyed,Airplane,N1246G,CESSNA,T310Q,No,2.0,Reciprocating,091,,Personal,,4.0,0.0,1.0,0.0,IMC,,"The pilot's failure to maintain airplane control upon entering instrument meteorological conditions, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilot's personal pressure to complete the flight despite the weather conditions.",25-09-2020,2.0,2017.0,5.0
80124,20170228X40721,Accident,ERA17FA117,2017-02-28,"Methuen, MA",United States,424322N,0007189W,LWM,Lawrence Municipal Airport,Fatal,Substantial,Airplane,N315AL,LAVENDER ALAN P,SONEX,Yes,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to properly secure oil and fuel line fittings during maintenance, which resulted in an inflight engine fire, and his subsequent loss of control while maneuvering for landing.  Contributing to the accident was the pilot's diverted attention due to the inflight fire.",25-09-2020,2.0,2017.0,1.0
80129,20170302X20111,Accident,ERA17LA122,2017-03-01,"West Palm Beach, FL",United States,265034N,0801354W,F45,NORTH PALM BEACH COUNTY GENERA,Non-Fatal,Substantial,Airplane,N342AW,XTREMEAIR GMBH,XA42,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"A total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no evidence of any preimpact mechanical failures or malfunctions that would have precluded normal operation. 
",25-09-2020,3.0,2017.0,1.0
80130,20170302X20302,Accident,WPR17LA072,2017-03-01,"Carson City, NV",United States,391132N,1194358W,CXP,Carson Airport,Non-Fatal,Substantial,Airplane,N39894,BELLANCA,17-30A,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"A total loss of engine power due to internal corrosion of the fuel manifold valve. Also causal was the pilot's decision to return to the runway following the loss of engine power shortly after takeoff, and his exceedance of the airplane's critical angle of attack during the turn, which resulted in an aerodynamic stall.",25-09-2020,3.0,2017.0,1.0
80131,20170302X33223,Accident,GAA17CA168,2017-03-01,"Live Oak, CA",United States,391651N,1214312W,,Private Airstrip,Non-Fatal,Substantial,Airplane,N600XX,MAULE,MX7,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots failure to maintain a stabilized approach and his subsequent incorrect brake application during the landing roll, which resulted in a nose-over.
",25-09-2020,3.0,2017.0,1.0
80132,20170306X22248,Accident,GAA17CA171,2017-03-01,"Mercey Hot Springs, CA",United States,364223N,1205136W,CN22,MERCEY HOT SPRINGS,Non-Fatal,Substantial,Airplane,N801SX,SMITH DOUGLAS J.,Sonex,Yes,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The sport pilots unstabilized approach with a tailwind, which resulted in touchdown short of the runway and a subsequent nose-over. 
",25-09-2020,3.0,2017.0,1.0
80134,20170306X21055,Accident,GAA17CA170,2017-03-02,"Roxbury, KS",United States,038333N,0973910W,,,Non-Fatal,Substantial,Airplane,N56552,MAULE,M5,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during a go-around.
",25-09-2020,3.0,2017.0,1.0
80136,20170306X60222,Accident,GAA17CA175,2017-03-02,"Greenville, ME",United States,452746N,0069336W,3B1,GREENVILLE MUNI,Non-Fatal,Substantial,Airplane,N7450X,CESSNA,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while taxiing in gusting crosswind conditions.,25-09-2020,3.0,2017.0,1.0
80138,20170303X52046,Accident,ANC17LA017,2017-03-03,"Metlakatla, AK",United States,055530N,0131366W,,,Non-Fatal,Substantial,Airplane,N103AF,BEECH,G18,No,2.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,IMC,,An engine power loss for reasons that could not be determined because the airplane was not recovered.,25-09-2020,3.0,2017.0,2.0
80139,20170306X30953,Accident,GAA17CA172,2017-03-03,"Alpine, TX",United States,302322N,1034050W,E38,ALPINE-CASPARIS MUNI,Non-Fatal,Substantial,Airplane,N2892Y,CESSNA,182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots inadequate compensation for gusting crosswind conditions at night and his delayed go-around, which resulted in the airplane bouncing and impacting a fence.
",25-09-2020,3.0,2017.0,2.0
80140,20170304X15812,Accident,ERA17FA118,2017-03-04,"Canton, GA",United States,343248N,0084480W,CNI,Cherokee County Airport,Fatal,Substantial,Airplane,N421KL,CESSNA,421,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain control of the airplane during a night visual landing approach. Contributing to the accident was the pilot's impairment due to his use of a combination of medications.,25-09-2020,3.0,2017.0,1.0
80142,20170306X05343,Accident,CEN17CA116,2017-03-04,"Conway, AR",United States,035112N,0923318W,KCXW,Cantrell Field Airport,Non-Fatal,,Airplane,N3028G,CESSNA,162,No,1.0,Reciprocating,091,,Personal,"Toadsuck Sport Aviation, LLC",0.0,0.0,1.0,1.0,VMC,,"The pilot's failure to shut down the engine before exiting the airplane and his failure to focus his attention on the task at hand, which led to his walking into a rotating propeller.",25-09-2020,3.0,2017.0,2.0
80143,20170306X21712,Accident,CEN17LA117,2017-03-04,"Paynesville, MN",United States,452212N,0944523W,PEX,PAYNESVILLE MUNI,Non-Fatal,Substantial,Airplane,N7524V,JUDE MIKE C,SIDE WINDER,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilots inadequate preflight inspection, during which he failed to ensure that there was sufficient coolant in the engine reservoir, which resulted in the engine getting too hot and the engine control module shutting down the engine.",25-09-2020,3.0,2017.0,1.0
80144,20170307X94532,Accident,CEN17LA119,2017-03-04,"Hebron, NE",United States,004097N,0097354W,HJH,HEBRON MUNI,Non-Fatal,Substantial,Airplane,N381LB,MOONEY,M20F,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,A loss of directional control during landing for reasons that could be determined based on the available information.,25-09-2020,3.0,2017.0,1.0
80147,20170307X14358,Accident,GAA17CA174,2017-03-05,"Henderson, NV",United States,355822N,0011584W,HND,HENDERSON EXECUTIVE,Non-Fatal,Substantial,Airplane,N2516K,LANCAIR COMPANY,Columbia 400,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,"The pilots improper decision to land the airplane with a gusting crosswind, which resulted in a loss of airplane control. 
",25-09-2020,3.0,2017.0,2.0
80150,20170306X60913,Accident,ANC17FA018,2017-03-06,"Nome, AK",United States,642653N,0165529W,,,Fatal,Substantial,Airplane,N736AS,CESSNA,R172K,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,"The pilot's improper decision to conduct multiple visual approaches to the destination airport despite the night instrument meteorological conditions; the airplane's low fuel state at that time, which resulted in a total loss of engine power due to fuel exhaustion; and the pilot's subsequent failure to maintain adequate airspeed, which led to an aerodynamic stall and a loss of control. Contributing to the accident was the pilot's operation of the flight with a medical certification limitation that precluded him from night flying.",25-09-2020,3.0,2017.0,1.0
80155,20170308X02940,Accident,GAA17CA181,2017-03-08,"West Palm Beach, FL",United States,265045N,0801320W,F45,NORTH PALM BEACH COUNTY GENERA,Non-Fatal,Substantial,Airplane,N1230S,AEROTEK,PITTS S-2A,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during the landing roll in crosswind conditions.,25-09-2020,3.0,2017.0,1.0
80156,20170308X71845,Accident,ERA17FA123,2017-03-08,"Apex, NC",United States,035458N,0785152W,NC81,Cox Airport,Fatal,Substantial,Airplane,N30BJ,JORDAN BRUCE C,PITTS S2E,Yes,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain airplane control during the final approach to the runway in gusting tailwind conditions, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall.",25-09-2020,3.0,2017.0,1.0
80160,20170309X43126,Accident,GAA17CA182,2017-03-09,"Robbinsville, NJ",United States,401251N,0743610W,N87,TRENTON-ROBBINSVILLE,Non-Fatal,Substantial,Airplane,N237PM,PEDERSEN BJARNE MARTIN,SPORTSMAN GS-2,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,The pilots failure to maintain directional control during the landing roll in gusting wind conditions. ,,3.0,2017.0,1.0
80162,20170310X82024,Accident,GAA17CA183,2017-03-09,"Hendersonville, NC",United States,352336N,0822413W,,,Non-Fatal,Destroyed,Airplane,N24188,JOHNSON JERRY,WAG AERO/SPT TRAINER,Yes,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots unstabilized approach and failure to attain the proper touchdown point while attempting to land in gusting crosswind conditions, which resulted in an attempted go-around and collision with trees and power lines. 
",25-09-2020,3.0,2017.0,1.0
80167,20170312X72425,Accident,WPR17FA077,2017-03-11,"Oakdale, CA",United States,374529N,1204812W,O27,OAKDALE,Fatal,Substantial,Airplane,N2621T,CHALLENGER,II,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to attain a proper touchdown point and his subsequent loss of directional control during landing for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,25-09-2020,3.0,2017.0,1.0
80172,20170313X22258,Accident,ERA17LA128,2017-03-12,"Tampa, FL",United States,275438N,0822659W,TPF,PETER O KNIGHT,Non-Fatal,Substantial,Airplane,N8447R,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"A collapsed engine induction duct, which resulted in restricted air flow to the engine and a subsequent loss of engine power. Contributing to the accident was the operator's failure to ensure that the correct induction duct was installed.",25-09-2020,3.0,2017.0,1.0
80175,20170314X91011,Accident,GAA17CA186,2017-03-12,"Hillsboro, OR",United States,452542N,1225632W,7S3,STARK'S TWIN OAKS AIRPARK,Non-Fatal,Substantial,Airplane,N5440H,CESSNA,172,No,1.0,Reciprocating,091,,Personal,TWIN OAKS AIRPARK INC,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during the landing roll in quartering tailwind conditions.,25-09-2020,3.0,2017.0,2.0
80178,20170612X90227,Accident,GAA17CA333,2017-03-12,"Santa Monica, CA",United States,034054N,0118278W,SMO,SANTA MONICA MUNI,Non-Fatal,Substantial,Airplane,N53DA,SWEARINGEN,SA227 TT,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots unstabilized approach after encountering wake turbulence, which resulted in a hard landing.",25-09-2020,3.0,2017.0,2.0
80180,20170314X61104,Accident,CEN17LA126,2017-03-13,"Skiatook, OK",United States,036216N,0096043W,2F6,SKIATOOK MUNI,Non-Fatal,Substantial,Airplane,N6330B,CESSNA,182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The loss of directional control while taxiing for reasons that could not be determined because postaccident examination of the airplane revealed no mechanical malfunctions or failures that would have precluded normal operation.,25-09-2020,3.0,2017.0,1.0
80182,20170314X80958,Accident,GAA17CA188,2017-03-14,"Anchorage, AK",United States,611246N,1495042W,MRI,MERRILL FIELD,Non-Fatal,Substantial,Airplane,N3654M,PIPER,PA 12,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during the taxi on skis on hard-packed snow in gusting wind conditions.
",25-09-2020,3.0,2017.0,1.0
80187,20170317X82510,Accident,CEN17FA132,2017-03-16,"Opal, SD",United States,445227N,0102250W,1SD4,Vig Limousin,Fatal,Destroyed,Airplane,N9581X,CESSNA,210B,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,The pilot's loss of airplane control for reasons that could not be determined due to a lack of evidence.,25-09-2020,3.0,2017.0,1.0
80189,20170320X83747,Accident,GAA17CA195,2017-03-17,"Mosby, MO",United States,039200N,0941834W,GPH,MIDWEST NATIONAL AIR CENTER,Non-Fatal,Substantial,Airplane,N423SA,INIZIATIVE INDUSTRIALI ITALIAN,SKY ARROW 600 SPORT,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during an attempted go-around.,25-09-2020,3.0,2017.0,1.0
80192,20170322X20012,Accident,GAA17CA197,2017-03-18,"Colorado Springs, CO",United States,384914N,1044257W,COS,CITY OF COLORADO SPRINGS MUNI,Non-Fatal,Substantial,Airplane,N747AB,CESSNA,R182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to complete the landing checklist and to extend the landing gear before touchdown.
",25-09-2020,3.0,2017.0,1.0
80193,20170411X50232,Accident,GAA17CA227,2017-03-18,"Borrego Springs, CA",United States,331312N,0116936W,,,Non-Fatal,Substantial,Airplane,N153JM,CUBCRAFTERS INC,CC11-160,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots selection of an unsuitable takeoff area, which resulted in impact with obstacles. 
",25-09-2020,3.0,2017.0,2.0
80196,20170320X33640,Accident,GAA17CA193,2017-03-19,"Palmer, AK",United States,613558N,0149512W,PAQ,PALMER MUNI,Non-Fatal,Substantial,Airplane,N92544,PIPER,PA 12,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during takeoff, which resulted in a ground loop.
",25-09-2020,3.0,2017.0,1.0
80200,20170322X15507,Accident,CEN17LA135,2017-03-20,"Vicksburg, MI",United States,004270N,0085310W,7MI3,THRALL LAKE,Fatal,,Airplane,N2007B,LUSCOMBE,8F,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's inadvertent contact with the propeller while hand propping the engine, which resulted in a fatal injury.",25-09-2020,3.0,2017.0,1.0
80202,20170417X01326,Incident,CEN17IA155,2017-03-20,"Greeley, CO",United States,402536N,1043813W,GXY,GREELEY-WELD COUNTY,Non-Fatal,Minor,Airplane,N6402V,CESSNA,172RG,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"Failure of the left main landing gear actuator assembly, which resulted in an inability to extend the left main landing gear.
",25-09-2020,3.0,2017.0,1.0
80203,20170501X02753,Accident,CEN17LA171,2017-03-21,"Oronogo, MO",United States,371118N,0942813W,,,Non-Fatal,Substantial,Airplane,N23RT,JOHN GOODMAN,Air Camper,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"A detached throttle cable support block, which resulted in the pilots inability to control the throttle and the subsequent stall while maneuvering for an emergency landing.",25-09-2020,3.0,2017.0,1.0
80205,20170321X21045,Accident,ERA17LA134,2017-03-22,"Islip, NY",United States,404743N,0007361W,ISP,LONG ISLAND MAC ARTHUR,Non-Fatal,Substantial,Airplane,N62RF,BEECH,95B55,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to lower the landing gear before touchdown, which resulted in the gear-up landing.",01-06-2021,3.0,2017.0,1.0
80206,20170323X32741,Accident,WPR17LA080,2017-03-22,"Bozeman, MT",United States,454639N,0011197W,BZN,BOZEMAN YELLOWSTONE INTL,Non-Fatal,Substantial,Airplane,N268CR,MAXCY CHRISTOPHER L,STOL KING,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing.,25-09-2020,3.0,2017.0,1.0
80208,20170323X53116,Accident,GAA17CA201,2017-03-22,"Atlanta, GA",United States,335232N,0084187W,PDK,DEKALB-PEACHTREE,Non-Fatal,Substantial,Airplane,N146GS,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,,Personal,DRC AIR LLC,0.0,0.0,0.0,1.0,VMC,,"The pilots use of excessive airspeed during the approach, which resulted in a bounced, hard landing and subsequent loss of directional control during an attempted go-around. 
",25-09-2020,3.0,2017.0,1.0
80211,20170324X00400,Accident,CEN17FA138,2017-03-24,"Union City, OK",United States,352141N,0975446W,,,Fatal,Destroyed,Airplane,N2053Y,BEECH,V35,No,,Reciprocating,091,,Personal,JE Aviation LLC,1.0,0.0,0.0,0.0,VMC,,The pilot's improper recovery from a spin.,25-09-2020,3.0,2017.0,1.0
80215,20170328X23328,Accident,GAA17CA207,2017-03-24,"Salt Lake City, UT",United States,404756N,1115944W,SLC,SALT LAKE CITY INTL,Non-Fatal,Substantial,Airplane,N551BC,CESSNA,550,No,2.0,Turbo Fan,091,,Personal,,0.0,0.0,0.0,7.0,VMC,,"An in-flight collision with a goose during approach.
",25-09-2020,3.0,2017.0,7.0
80216,20170325X73114,Accident,ERA17FA136,2017-03-25,"Hayden, AL",United States,335433N,0864358W,,,Fatal,Destroyed,Airplane,N6563D,CESSNA,T210,No,1.0,Reciprocating,091,,Personal,,4.0,0.0,0.0,0.0,VMC,,"The pilot's decision to continue the flight into known adverse weather conditions, which resulted in spatial disorientation and a subsequent loss of airplane control and in-flight breakup.",25-09-2020,3.0,2017.0,4.0
